Temperature (C),Humidity,Pressure (millibars),Visibility (km),Precip Type,Wind Speed (km/h),Visibility (km).1,Visibility,Wind Speed,Apparent Temperature (C)
15.13888889,0.61,1011.5,9.982,0.0,10.8997,9.982,10,11,15.13888889
-0.772222222,0.98,1027.82,2.1413,1.0,7.6475,2.1413,2,8,-3.511111111
6.611111111,0.79,1018.52,15.1501,0.0,11.4632,15.1501,15,11,4.316666667
16.6,0.84,1015.98,15.9229,0.0,6.44,15.9229,16,6,16.6
6.555555556,0.92,1017.36,14.9569,0.0,3.2361,14.9569,15,3,6.555555556
18.88888889,0.47,0.0,11.2056,0.0,4.669,11.2056,11,5,18.88888889
22.05555556,0.57,1014.78,10.3523,0.0,8.3559,10.3523,10,8,22.05555556
24.04444444,0.95,1015.18,6.8425,0.0,6.3434,6.8425,7,6,24.04444444
-2.127777778,0.73,1026.47,14.5866,1.0,10.787,14.5866,15,11,-6.055555556
-1.116666667,0.84,1034.67,12.2521,1.0,10.8353,12.2521,12,11,-4.85
19.96666667,0.72,1016.14,11.27,0.0,7.9856,11.27,11,8,19.96666667
17.66111111,0.7,1013.21,14.9569,0.0,15.6975,14.9569,15,16,17.66111111
7.322222222,0.71,1021.62,10.3523,0.0,12.0267,10.3523,10,12,5.083333333
-0.927777778,0.93,1014.46,2.576,1.0,14.329,2.576,3,14,-5.411111111
21.16111111,0.41,1014.68,9.982,0.0,8.1949,9.982,10,8,21.16111111
6.111111111,0.76,1005.9,9.982,0.0,12.88,9.982,10,13,3.466666667
17.07222222,0.68,1019.75,9.982,0.0,12.1877,9.982,10,12,17.07222222
19.76111111,0.64,1007.52,10.5294,0.0,13.8138,10.5294,11,14,19.76111111
3.105555556,0.95,1019.87,4.0411,0.0,5.8604,4.0411,4,6,1.611111111
15.57222222,0.92,1018.35,11.9784,0.0,6.6171,11.9784,12,7,15.57222222
4.938888889,0.76,1022.49,8.05,0.0,3.6547,8.05,8,4,4.938888889
8.25,0.77,1015.48,14.9569,0.0,23.9246,14.9569,15,24,4.805555556
24.89444444,0.31,1018.98,10.3684,0.0,15.3272,10.3684,10,15,24.89444444
9.372222222,0.68,1010.68,16.1,0.0,17.1143,16.1,16,17,6.9
22.38888889,0.58,1017.54,11.27,0.0,4.6207,11.27,11,5,22.38888889
4.961111111,0.77,1033.93,14.0875,0.0,10.4167,14.0875,14,10,2.538888889
5.911111111,0.99,1006.81,5.7638,0.0,15.5365,5.7638,6,16,2.811111111
21.25,0.78,1019.94,15.3111,0.0,9.1609,15.3111,15,9,21.25
6.15,0.74,1005.81,14.7315,0.0,5.7155,14.7315,15,6,5.15
2.177777778,0.95,1021.85,1.7066,0.0,4.1377,1.7066,2,4,2.177777778
15.53333333,0.85,1022.28,15.8263,0.0,0.0,15.8263,16,0,15.53333333
18.88888889,0.64,1006.5,10.0464,0.0,8.0178,10.0464,10,8,18.88888889
25.30555556,0.48,1007.48,14.9569,0.0,19.5454,14.9569,15,20,25.30555556
30.74444444,0.28,1015.71,10.3523,0.0,9.5312,10.3523,10,10,29.34444444
4.927777778,0.76,1013.89,9.982,0.0,25.3575,9.982,10,25,0.405555556
7.738888889,0.89,1018.1,9.982,0.0,15.8585,9.982,10,16,5.022222222
9.35,0.83,1014.81,15.8263,0.0,3.0912,15.8263,16,3,9.35
22.68888889,0.7,1013.26,7.1484,0.0,4.7334,7.1484,7,5,22.68888889
-3.805555556,0.84,1036.84,16.1,1.0,11.0124,16.1,16,11,-8.127777778
28.88888889,0.59,1015.33,11.27,0.0,15.2789,11.27,11,15,30.62777778
12.86111111,0.63,1002.91,8.1949,0.0,1.9642,8.1949,8,2,12.86111111
27.84444444,0.4,1013.35,9.982,0.0,7.1806,9.982,10,7,27.53888889
14.14444444,0.88,1017.82,9.982,0.0,4.8783,9.982,10,5,14.14444444
25.0,0.5,0.0,9.982,0.0,11.0124,9.982,10,11,25.0
16.64444444,0.87,1012.11,15.8263,0.0,14.3451,15.8263,16,14,16.64444444
22.02222222,0.87,1005.53,14.9569,0.0,13.846,14.9569,15,14,22.02222222
-5.783333333,0.87,1014.42,4.8461,1.0,5.957,4.8461,5,6,-8.627777778
5.027777778,0.92,1018.41,6.2951,0.0,20.7368,6.2951,6,21,1.033333333
-0.983333333,0.99,1029.47,0.161,1.0,11.8657,0.161,0,12,-4.944444444
13.77222222,0.73,1021.25,9.982,0.0,15.0535,9.982,10,15,13.77222222
0.555555556,0.75,1016.15,15.8263,0.0,20.8817,15.8263,16,21,-4.644444444
19.75555556,0.47,1014.29,10.5777,0.0,4.025,10.5777,11,4,19.75555556
-3.777777778,0.94,1012.33,1.6744,1.0,33.8744,1.6744,2,34,-11.81111111
10.95555556,0.93,1016.3,11.9784,0.0,6.4239,11.9784,12,6,10.95555556
7.8,0.68,1010.7,8.1305,0.0,26.4201,8.1305,8,26,4.005555556
15.32222222,0.91,1001.57,8.7745,0.0,14.1841,8.7745,9,14,15.32222222
18.08888889,0.79,1017.06,15.8263,0.0,6.3756,15.8263,16,6,18.08888889
-17.22222222,0.79,1032.3,1.932,1.0,11.27,1.932,2,11,-24.36666667
9.161111111,0.76,1019.81,10.3684,0.0,13.1376,10.3684,10,13,7.144444444
28.67777778,0.46,1015.61,10.2235,0.0,3.2683,10.2235,10,3,28.87222222
-4.661111111,0.89,1026.52,11.7369,1.0,1.9803,11.7369,12,2,-4.661111111
24.35,0.59,1014.31,15.5526,0.0,7.6797,15.5526,16,8,24.35
22.73333333,0.59,1010.69,15.8263,0.0,3.0268,15.8263,16,3,22.73333333
7.183333333,0.92,1018.05,14.3934,0.0,7.245,14.3934,14,7,5.9
12.8,0.82,1003.15,14.3934,0.0,1.9803,14.3934,14,2,12.8
10.27222222,0.82,1010.68,9.982,0.0,15.9873,9.982,10,16,10.27222222
13.75,0.78,1021.1,11.27,0.0,10.9319,11.27,11,11,13.75
5.122222222,0.72,1025.04,9.982,0.0,9.7083,9.982,10,10,2.883333333
11.00555556,0.72,1014.21,14.9569,0.0,16.3898,14.9569,15,16,11.00555556
25.45555556,0.68,1016.14,10.3523,0.0,0.8855,10.3523,10,1,25.45555556
8.244444444,0.86,1022.96,14.7315,0.0,19.8352,14.7315,15,20,5.194444444
18.88888889,0.43,1008.2,9.982,0.0,16.1,9.982,10,16,18.88888889
22.2,0.68,1024.3,16.1,0.0,11.27,16.1,16,11,22.2
11.11111111,0.53,1019.73,10.2557,0.0,17.7905,10.2557,10,18,11.11111111
12.37777778,0.96,1023.24,4.4114,0.0,4.9749,4.4114,4,5,12.37777778
0.072222222,1.0,1027.22,0.805,0.0,7.8085,0.805,1,8,-2.572222222
16.35555556,0.87,1015.22,15.1501,0.0,4.6529,15.1501,15,5,16.35555556
24.11666667,0.6,1010.61,15.5526,0.0,18.193,15.5526,16,18,24.11666667
21.17777778,0.37,1018.96,10.3684,0.0,9.3219,10.3684,10,9,21.17777778
3.333333333,0.96,989.2,3.059,0.0,17.71,3.059,3,18,-0.705555556
5.094444444,0.92,1016.67,6.2951,0.0,2.6243,6.2951,6,3,5.094444444
20.97777778,0.68,1022.97,9.982,0.0,20.1411,9.982,10,20,20.97777778
10.35555556,0.94,1016.53,11.6081,0.0,5.8604,11.6081,12,6,10.35555556
21.61111111,0.7,1011.88,10.3523,0.0,1.8676,10.3523,10,2,21.61111111
-5.044444444,0.69,1025.66,11.2056,1.0,20.2216,11.2056,11,20,-11.62222222
15.72222222,0.99,1011.76,3.2361,0.0,9.7888,3.2361,3,10,15.72222222
16.66666667,0.87,1016.9,12.075,0.0,14.49,12.075,12,14,16.66666667
28.88888889,0.27,1016.6,9.982,0.0,16.1,9.982,10,16,27.62777778
-2.016666667,0.99,1027.84,0.7567,1.0,4.8461,0.7567,1,5,-3.788888889
16.08888889,0.87,1020.56,9.982,0.0,17.2592,9.982,10,17,16.08888889
15.30555556,0.99,1018.71,4.186,0.0,5.2486,4.186,4,5,15.30555556
17.33888889,0.7,1012.5,6.5688,0.0,5.474,6.5688,7,5,17.33888889
-1.222222222,0.99,1011.67,2.5599,1.0,10.5777,2.5599,3,11,-4.905555556
19.84444444,0.69,1019.76,11.9784,0.0,14.0231,11.9784,12,14,19.84444444
7.077777778,0.6,1016.63,16.1,0.0,15.8907,16.1,16,16,4.205555556
26.04444444,0.5,1012.35,9.982,0.0,4.6046,9.982,10,5,26.04444444
12.17777778,0.93,1021.27,1.4007,0.0,7.6475,1.4007,1,8,12.17777778
7.244444444,0.96,1030.0,14.7315,0.0,3.22,14.7315,15,3,7.244444444
21.67222222,0.61,1014.24,14.9569,0.0,10.465,14.9569,15,10,21.67222222
0.644444444,0.92,1020.13,8.4847,0.0,9.5473,8.4847,8,10,-2.405555556
9.105555556,0.82,1016.38,12.0428,0.0,14.9086,12.0428,12,15,6.838888889
17.16111111,0.59,1008.85,16.1,0.0,17.1304,16.1,16,17,17.16111111
6.688888889,0.89,1012.95,9.8049,0.0,10.9963,9.8049,10,11,4.5
15.57777778,0.99,1013.53,4.7173,0.0,11.109,4.7173,5,11,15.57777778
-2.172222222,0.69,1019.67,11.4471,1.0,28.6258,11.4471,11,29,-9.122222222
-1.016666667,0.99,1032.54,6.0697,1.0,5.1198,6.0697,6,5,-2.783333333
0.027777778,0.89,1020.68,6.0697,0.0,6.2629,6.0697,6,6,-2.077777778
12.27222222,0.87,1020.07,15.1501,0.0,9.0482,15.1501,15,9,12.27222222
10.47777778,0.88,1020.0,9.1287,0.0,11.1412,9.1287,9,11,10.47777778
17.73888889,0.59,1008.87,15.134,0.0,9.2897,15.134,15,9,17.73888889
9.95,0.55,0.0,11.27,0.0,14.8925,11.27,11,15,7.877777778
3.655555556,1.0,1009.09,4.347,0.0,4.83,4.347,4,5,2.638888889
22.82222222,0.36,1017.31,10.3523,0.0,13.9909,10.3523,10,14,22.82222222
-3.777777778,0.99,1026.2,0.7567,1.0,9.4185,0.7567,1,9,-7.633333333
13.85555556,0.7,1019.33,15.1823,0.0,10.948,15.1823,15,11,13.85555556
17.75555556,0.96,1020.91,4.347,0.0,9.1609,4.347,4,9,17.75555556
20.26666667,0.83,1018.06,11.4471,0.0,7.6636,11.4471,11,8,20.26666667
19.79444444,0.66,1017.47,10.3523,0.0,12.4453,10.3523,10,12,19.79444444
7.216666667,0.7,1022.38,10.2557,0.0,22.3307,10.2557,10,22,3.638888889
6.161111111,0.79,1022.54,11.2056,0.0,21.5418,11.2056,11,22,2.372222222
22.71666667,0.84,1010.54,8.1305,0.0,7.7119,8.1305,8,8,22.71666667
1.194444444,0.85,1026.23,14.3934,0.0,10.7387,14.3934,14,11,-2.055555556
7.15,0.93,1015.3,2.9785,0.0,10.5455,2.9785,3,11,5.138888889
22.36111111,0.45,1018.29,10.3523,0.0,6.7781,10.3523,10,7,22.36111111
12.1,0.67,1007.76,9.982,0.0,19.4971,9.982,10,19,12.1
-4.733333333,0.8,1028.45,10.0303,1.0,4.7012,10.0303,10,5,-4.733333333
7.205555556,1.0,1010.78,2.1735,0.0,3.8801,2.1735,2,4,7.205555556
5.372222222,0.88,1022.24,0.322,,6.2146,0.322,0,6,4.094444444
13.74444444,0.64,1011.81,11.27,0.0,24.9389,11.27,11,25,13.74444444
8.844444444,0.72,1022.12,9.982,0.0,23.2323,9.982,10,23,5.627777778
24.97777778,0.47,1012.28,10.3523,0.0,8.1788,10.3523,10,8,24.97777778
9.394444444,0.66,1017.25,15.8263,0.0,24.3754,15.8263,16,24,6.227777778
9.055555556,0.9,1015.64,14.168,0.0,9.821,14.168,14,10,7.55
33.74444444,0.27,1010.2,10.3523,0.0,16.1161,10.3523,10,16,32.49444444
28.00555556,0.45,1013.21,9.982,0.0,11.2861,9.982,10,11,28.02777778
7.711111111,0.96,1016.18,2.9785,0.0,9.4346,2.9785,3,9,6.022222222
9.572222222,0.89,1017.54,15.1823,0.0,13.1054,15.1823,15,13,7.655555556
7.138888889,0.65,1024.54,9.982,0.0,20.0767,9.982,10,20,3.772222222
-0.872222222,0.87,1032.56,6.3434,1.0,3.0912,6.3434,6,3,-0.872222222
7.55,0.98,1008.84,2.9624,0.0,14.0875,2.9624,3,14,5.038888889
18.69444444,0.39,1015.07,10.3523,0.0,3.1395,10.3523,10,3,18.69444444
20.0,0.43,1008.76,9.982,0.0,23.4255,9.982,10,23,20.0
15.16111111,0.66,1011.24,10.3523,0.0,9.0965,10.3523,10,9,15.16111111
12.82777778,0.73,1013.03,9.9015,0.0,4.6368,9.9015,10,5,12.82777778
18.91666667,0.97,1015.07,6.1663,0.0,11.27,6.1663,6,11,18.91666667
10.09444444,0.92,1026.79,5.4901,0.0,23.4899,5.4901,5,23,10.09444444
17.21111111,0.56,1013.8,10.3523,0.0,10.8031,10.3523,10,11,17.21111111
27.6,0.43,1012.08,10.5777,0.0,9.7566,10.5777,11,10,27.49444444
2.138888889,0.93,1027.11,0.5796,0.0,3.2683,0.5796,1,3,2.138888889
19.92777778,0.93,1015.92,11.8979,0.0,2.7853,11.8979,12,3,19.92777778
0.488888889,0.82,1025.22,8.1305,0.0,17.2753,8.1305,8,17,-4.188888889
2.688888889,1.0,1027.63,0.644,0.0,3.0912,0.644,1,3,2.688888889
13.12222222,0.49,1011.75,10.3523,0.0,16.5991,10.3523,10,17,13.12222222
12.87777778,0.84,1016.38,9.982,0.0,6.9552,9.982,10,7,12.87777778
12.22222222,0.74,1017.3,4.991,0.0,11.27,4.991,5,11,12.22222222
16.14444444,0.57,1019.19,11.4471,0.0,22.2502,11.4471,11,22,16.14444444
16.25,0.52,1009.03,9.982,0.0,23.3289,9.982,10,23,16.25
11.18333333,0.92,1013.26,11.1251,0.0,11.3827,11.1251,11,11,11.18333333
1.25,0.91,1020.35,6.0697,0.0,14.4256,6.0697,6,14,-2.755555556
17.13333333,0.93,1013.88,7.9212,0.0,4.7495,7.9212,8,5,17.13333333
23.12222222,0.77,1007.62,14.7154,0.0,11.8496,14.7154,15,12,23.12222222
1.244444444,0.96,1016.2,1.6905,0.0,11.0607,1.6905,2,11,-2.066666667
14.64444444,0.92,1020.97,8.4203,0.0,6.601,8.4203,8,7,14.64444444
4.727777778,0.77,1009.43,14.9086,0.0,19.8996,14.9086,15,20,0.75
17.10555556,0.53,1012.33,9.982,0.0,11.27,9.982,10,11,17.10555556
22.32777778,0.38,1024.35,10.3523,0.0,10.5133,10.3523,10,11,22.32777778
21.16666667,0.42,1011.82,11.2056,0.0,14.8603,11.2056,11,15,21.16666667
-0.3,0.95,1020.15,7.3899,1.0,9.4507,7.3899,7,9,-3.505555556
23.91111111,0.34,1018.51,9.982,0.0,23.6831,9.982,10,24,23.91111111
17.36111111,0.47,1008.7,10.3523,0.0,25.5668,10.3523,10,26,17.36111111
-5.988888889,0.95,1011.38,8.4203,1.0,16.0678,8.4203,8,16,-12.01111111
-6.361111111,0.93,1037.2,3.2039,1.0,3.22,3.2039,3,3,-6.361111111
31.08888889,0.26,1013.32,11.2056,0.0,13.4757,11.2056,11,13,29.47222222
18.58333333,0.89,1018.2,13.8621,0.0,3.864,13.8621,14,4,18.58333333
12.28888889,0.79,1018.36,16.1,0.0,6.4561,16.1,16,6,12.28888889
22.57222222,0.44,1017.7,15.5526,0.0,7.5509,15.5526,16,8,22.57222222
21.36666667,0.55,1012.61,16.1,0.0,11.27,16.1,16,11,21.36666667
4.844444444,0.93,1012.85,10.5133,0.0,11.6886,10.5133,11,12,2.144444444
17.96666667,0.73,1018.42,10.3523,0.0,8.3076,10.3523,10,8,17.96666667
11.06111111,0.5,0.0,0.0,0.0,20.6241,0.0,0,21,11.06111111
-3.705555556,0.92,1023.6,4.3309,1.0,15.6492,4.3309,4,16,-9.094444444
23.79444444,0.45,1019.04,16.1,0.0,13.7816,16.1,16,14,23.79444444
1.2,0.72,1027.42,15.8263,0.0,17.7422,15.8263,16,18,-3.372222222
5.361111111,0.79,1030.49,11.6886,0.0,3.3005,11.6886,12,3,5.361111111
5.872222222,0.81,1025.76,7.8729,0.0,3.7996,7.8729,8,4,5.872222222
7.222222222,0.68,1021.6,16.1,0.0,17.71,16.1,16,18,4.15
13.68888889,0.48,1017.75,9.982,0.0,16.8406,9.982,10,17,13.68888889
8.588888889,0.78,1019.51,15.8263,0.0,14.49,15.8263,16,14,6.255555556
11.97222222,1.0,1016.45,1.2558,0.0,9.66,1.2558,1,10,11.97222222
-0.072222222,0.92,1006.17,7.8246,1.0,10.1913,7.8246,8,10,-3.433333333
16.06666667,0.87,1012.8,9.982,0.0,9.7083,9.982,10,10,16.06666667
9.755555556,0.62,1022.25,6.3434,0.0,12.5419,6.3434,6,13,7.95
8.794444444,0.72,1007.27,11.1251,0.0,19.8835,11.1251,11,20,5.883333333
18.97777778,0.52,1012.11,10.2074,0.0,20.8656,10.2074,10,21,18.97777778
22.12777778,0.39,1003.65,15.8263,0.0,13.0571,15.8263,16,13,22.12777778
2.333333333,0.81,1032.32,15.8263,0.0,14.4095,15.8263,16,14,-1.416666667
13.06666667,0.91,1019.28,15.5526,0.0,3.1556,15.5526,16,3,13.06666667
27.76111111,0.48,1009.73,15.5526,0.0,20.5275,15.5526,16,21,27.98888889
18.02777778,0.83,1010.95,10.2235,0.0,7.3416,10.2235,10,7,18.02777778
12.89444444,0.47,1029.53,15.1823,0.0,20.3504,15.1823,15,20,12.89444444
1.266666667,0.85,1022.69,8.6457,0.0,7.7763,8.6457,9,8,-1.166666667
2.788888889,0.99,1025.68,2.4472,0.0,10.4489,2.4472,2,10,-0.066666667
27.22222222,0.37,1020.5,9.982,0.0,9.66,9.982,10,10,26.87222222
8.266666667,0.77,1008.33,15.8263,0.0,10.787,15.8263,16,11,6.427777778
18.78333333,0.62,1018.82,10.3523,0.0,23.8924,10.3523,10,24,18.78333333
2.244444444,0.55,1034.21,9.8532,0.0,4.7495,9.8532,10,5,2.244444444
2.888888889,0.94,1019.09,8.3559,0.0,9.2575,8.3559,8,9,0.333333333
27.15555556,0.56,1013.83,15.3111,0.0,9.9176,15.3111,15,10,27.96111111
5.155555556,0.75,1023.67,9.982,0.0,11.0285,9.982,10,11,2.65
-4.955555556,0.91,1013.63,6.1985,1.0,8.9677,6.1985,6,9,-8.877777778
22.03888889,0.69,1009.04,11.27,0.0,0.7567,11.27,11,1,22.03888889
5.022222222,0.85,999.24,10.0464,0.0,14.2324,10.0464,10,14,1.911111111
9.905555556,1.0,1010.69,2.5921,0.0,15.5687,2.5921,3,16,7.744444444
29.95,0.3,1020.8,15.5526,0.0,3.9928,15.5526,16,4,28.71111111
12.68888889,0.93,1017.74,15.8263,0.0,6.6654,15.8263,16,7,12.68888889
7.4,0.86,1021.96,6.1985,0.0,8.8067,6.1985,6,9,5.783333333
4.983333333,0.82,1032.86,10.0464,0.0,9.4346,10.0464,10,9,2.777777778
7.238888889,0.41,1035.38,10.3684,0.0,6.5849,10.3684,10,7,6.144444444
26.03888889,0.75,1012.36,9.982,0.0,4.7334,9.982,10,5,26.03888889
24.88888889,0.54,1015.45,9.982,0.0,3.3005,9.982,10,3,24.88888889
10.04444444,0.92,1019.77,14.9086,0.0,7.6153,14.9086,15,8,10.04444444
22.80555556,0.73,1011.67,16.1,0.0,6.0858,16.1,16,6,22.80555556
16.11111111,0.93,1009.2,4.025,0.0,3.22,4.025,4,3,16.11111111
18.28888889,0.84,1009.64,15.7297,0.0,6.1341,15.7297,16,6,18.28888889
7.894444444,0.82,1011.32,9.982,0.0,9.9981,9.982,10,10,6.127777778
17.35555556,0.85,1001.19,15.1823,0.0,10.0625,15.1823,15,10,17.35555556
28.70555556,0.52,1016.1,10.0464,0.0,9.2736,10.0464,10,9,29.48888889
15.16111111,0.77,1010.92,9.982,0.0,15.6975,9.982,10,16,15.16111111
1.111111111,0.79,1020.32,16.1,0.0,15.6009,16.1,16,16,-3.133333333
22.31666667,0.57,1020.37,15.8263,0.0,6.2951,15.8263,16,6,22.31666667
0.0,0.85,1028.4,2.576,1.0,9.66,2.576,3,10,-3.205555556
-2.822222222,0.99,1027.93,0.805,1.0,13.6528,0.805,1,14,-7.588888889
14.85555556,0.96,1018.05,14.7637,0.0,2.7692,14.7637,15,3,14.85555556
17.9,0.41,1014.64,10.3523,0.0,10.7065,10.3523,10,11,17.9
11.2,0.83,1007.28,15.1501,0.0,3.1717,15.1501,15,3,11.2
23.22222222,0.77,1016.99,10.3523,0.0,1.6744,10.3523,10,2,23.22222222
17.97777778,0.28,1016.66,16.1,0.0,9.3058,16.1,16,9,17.97777778
1.683333333,0.8,1006.81,13.9587,0.0,14.8603,13.9587,14,15,-2.294444444
22.73333333,0.43,1011.75,16.1,0.0,14.5866,16.1,16,15,22.73333333
13.81666667,0.7,1019.79,14.9086,0.0,10.8675,14.9086,15,11,13.81666667
27.22222222,0.44,1016.42,16.1,0.0,3.1878,16.1,16,3,27.26666667
27.70555556,0.43,1012.26,9.982,0.0,8.9838,9.982,10,9,27.61666667
3.794444444,1.0,1017.96,0.8372,0.0,10.9963,0.8372,1,11,1.016666667
31.06111111,0.32,1017.53,16.1,0.0,8.855,16.1,16,9,30.00555556
14.35555556,0.52,1016.25,15.8263,0.0,13.363,15.8263,16,13,14.35555556
2.688888889,0.96,1015.89,11.2056,0.0,4.5563,11.2056,11,5,2.688888889
25.82222222,0.59,1011.64,10.3523,0.0,0.2093,10.3523,10,0,25.82222222
16.64444444,0.88,1017.15,15.1823,0.0,5.2486,15.1823,15,5,16.64444444
4.405555556,0.96,1016.87,5.6189,0.0,5.7316,5.6189,6,6,3.15
3.888888889,0.82,1007.28,11.27,0.0,8.8389,11.27,11,9,1.627777778
5.455555556,0.81,1019.39,10.304,0.0,14.2002,10.304,10,14,2.45
7.477777778,0.84,1021.67,1.0626,,6.9552,1.0626,1,7,6.316666667
22.11666667,0.62,1011.05,15.8263,0.0,5.6672,15.8263,16,6,22.11666667
10.93333333,0.52,1012.39,14.9569,0.0,15.6492,14.9569,15,16,10.93333333
17.22222222,0.63,1018.0,9.982,0.0,9.66,9.982,10,10,17.22222222
-0.183333333,1.0,1007.07,0.9982,1.0,5.6994,0.9982,1,6,-2.094444444
22.11111111,0.47,1014.69,11.27,0.0,7.8246,11.27,11,8,22.11111111
16.03888889,0.93,1006.02,9.9015,0.0,17.1787,9.9015,10,17,16.03888889
10.05,0.93,1014.37,11.0446,0.0,10.9641,11.0446,11,11,10.05
22.05,0.5,1016.82,11.4471,0.0,15.8585,11.4471,11,16,22.05
13.33333333,0.9,1018.8,9.982,0.0,6.44,9.982,10,6,13.33333333
9.977777778,0.71,1014.28,15.8263,0.0,12.5258,15.8263,16,13,8.227777778
28.97777778,0.29,1014.66,10.3684,0.0,7.5348,10.3684,10,8,27.78888889
18.42777778,0.81,1019.0,15.8263,0.0,0.0,15.8263,16,0,18.42777778
10.44444444,0.73,1024.01,14.8764,0.0,13.9426,14.8764,15,14,10.44444444
0.0,1.0,1017.42,1.4329,1.0,4.8622,1.4329,1,5,-1.505555556
22.71111111,0.71,1014.31,16.1,0.0,3.3649,16.1,16,3,22.71111111
19.37777778,0.9,1013.36,14.9569,0.0,10.7226,14.9569,15,11,19.37777778
19.78888889,0.51,1015.32,11.27,0.0,7.1967,11.27,11,7,19.78888889
7.761111111,0.89,1021.5,9.982,0.0,3.3005,9.982,10,3,7.761111111
17.55,0.97,1007.07,6.1985,0.0,22.218,6.1985,6,22,17.55
23.33333333,0.53,1013.0,16.1,0.0,14.49,16.1,16,14,23.33333333
1.133333333,0.64,1016.43,10.0464,0.0,13.8621,10.0464,10,14,-2.788888889
4.677777778,0.87,1019.64,6.2951,0.0,10.1752,6.2951,6,10,2.255555556
1.372222222,0.79,1030.3,14.9569,0.0,10.4972,14.9569,15,10,-1.777777778
9.977777778,0.77,1003.03,9.982,0.0,23.7797,9.982,10,24,7.027777778
9.933333333,0.86,1023.08,6.8586,0.0,9.5956,6.8586,7,10,8.638888889
22.24444444,0.49,1032.1,11.2056,0.0,7.5831,11.2056,11,8,22.24444444
8.938888889,0.89,1008.87,8.4686,0.0,12.719,8.4686,8,13,6.933333333
2.15,0.85,1025.44,11.6725,0.0,14.007,11.6725,12,14,-1.566666667
9.772222222,0.59,1021.95,8.1949,0.0,13.9587,8.1949,8,14,7.777777778
3.244444444,0.83,1019.54,6.1985,0.0,10.6421,6.1985,6,11,0.433333333
25.74444444,0.51,1017.87,11.4471,0.0,20.9944,11.4471,11,21,25.74444444
5.561111111,0.93,1007.63,5.2647,0.0,12.7512,5.2647,5,13,2.816666667
11.62222222,0.9,1012.25,9.982,0.0,3.1878,9.982,10,3,11.62222222
18.81666667,0.53,1011.58,11.27,0.0,13.2503,11.27,11,13,18.81666667
3.105555556,0.99,1030.52,6.5849,0.0,6.1985,6.5849,7,6,1.483333333
14.97222222,0.62,1022.65,9.982,0.0,1.1109,9.982,10,1,14.97222222
21.51111111,0.8,1017.32,15.8263,0.0,6.2951,15.8263,16,6,21.51111111
2.722222222,0.84,1005.13,15.0052,0.0,20.1572,15.0052,15,20,-1.805555556
5.0,0.6,1010.5,11.27,0.0,12.88,11.27,11,13,2.116666667
22.10555556,0.38,1014.35,15.8263,0.0,15.1984,15.8263,16,15,22.10555556
3.0,0.96,1014.98,11.0768,0.0,4.2826,11.0768,11,4,3.0
11.12777778,0.93,1022.78,3.3971,0.0,3.0751,3.3971,3,3,11.12777778
15.88333333,0.88,1011.98,8.05,0.0,6.1019,8.05,8,6,15.88333333
3.888888889,0.82,1019.1,9.982,0.0,3.22,9.982,10,3,3.888888889
-10.1,0.92,1022.28,6.0697,1.0,3.22,6.0697,6,3,-10.1
21.11111111,0.49,1019.5,16.1,0.0,14.49,16.1,16,14,21.11111111
30.11111111,0.4,1017.99,10.3523,0.0,15.1984,10.3523,10,15,29.76666667
23.59444444,0.53,1007.66,11.27,0.0,7.5992,11.27,11,8,23.59444444
12.17222222,0.93,1015.13,8.6457,0.0,10.7548,8.6457,9,11,12.17222222
7.85,0.96,1018.07,3.9767,0.0,3.3971,3.9767,4,3,7.85
22.19444444,0.3,1018.49,9.982,0.0,4.2343,9.982,10,4,22.19444444
17.75555556,0.97,1009.39,11.27,0.0,15.4721,11.27,11,15,17.75555556
6.85,0.8,1018.84,10.0947,0.0,9.0643,10.0947,10,9,5.077777778
14.68333333,0.73,1017.67,9.982,0.0,4.3631,9.982,10,4,14.68333333
12.22222222,0.93,1025.8,16.1,0.0,0.0,16.1,16,0,12.22222222
24.95,0.69,1008.06,11.27,0.0,7.8407,11.27,11,8,24.95
11.11111111,0.71,1022.11,9.982,0.0,0.0,9.982,10,0,11.11111111
9.166666667,0.79,1020.61,9.5151,0.0,6.4883,9.5151,10,6,8.4
30.0,0.35,1009.23,11.2056,0.0,10.6099,11.2056,11,11,29.17777778
7.772222222,0.96,1010.76,5.6189,0.0,10.7709,5.6189,6,11,5.838888889
12.77777778,0.96,1009.31,9.982,0.0,16.8567,9.982,10,17,12.77777778
10.48333333,0.86,1014.62,6.1985,0.0,3.0751,6.1985,6,3,10.48333333
19.86111111,0.64,1017.79,10.2718,0.0,6.8264,10.2718,10,7,19.86111111
11.66666667,0.57,1019.1,16.1,0.0,11.27,16.1,16,11,11.66666667
0.555555556,0.78,1014.3,15.134,0.0,11.27,15.134,15,11,-2.944444444
23.93333333,0.71,1018.76,15.3111,0.0,2.9624,15.3111,15,3,23.93333333
3.15,0.92,1013.72,6.6493,0.0,10.4489,6.6493,7,10,0.361111111
16.84444444,0.96,1014.63,11.6886,0.0,7.1645,11.6886,12,7,16.84444444
17.27777778,0.4,1018.99,9.982,0.0,23.2806,9.982,10,23,17.27777778
18.91111111,0.55,1020.88,11.3988,0.0,17.549,11.3988,11,18,18.91111111
3.388888889,0.85,1020.17,8.2271,0.0,13.7333,8.2271,8,14,-0.005555556
29.02777778,0.33,1016.73,10.3684,0.0,21.5901,10.3684,10,22,28.10555556
